,Title,Heading,Link,Date
169,BYD Atto 3 The Future In Motion,CarDekho9d,https://www.cardekho.com/user-review/byd-atto-3/byd-atto-3-the-future-in-motion-280703.htm,2023-04-28 13:02:47.388349
170,Our future,saladeimprensa.vale16h,https://saladeimprensa.vale.com/our-future,2022-09-28 13:02:47.388349
171,The Future Of Memory,Semiconductor Engineering17d,https://semiengineering.com/the-future-of-memory-4/,2022-08-28 13:02:47.388349
172,Thatcham man Robert Googe avoids jail for assaulting woman,Reading Chronicle2y,https://www.readingchronicle.co.uk/news/19336175.thatcham-man-robert-googe-avoids-jail-assaulting-woman/,2023-11-28 13:02:47.388349
173,The Island,Island7d,https://island.lk/category/opinion/page/4/,2023-06-28 13:02:47.388349
174,Radio 4 - Listen Live - BBC Sounds,BBC2d,https://www.bbc.co.uk/sounds/play/live:bbc_radio_fourfm,2023-11-28 13:02:47.388349
175,10 Most Evil Horror Movie Scenes Ever,What Culture11d,https://whatculture.com/horror/10-most-evil-horror-movie-scenes-ever?page=5,2023-02-28 13:02:47.388349
176,Our future,saladeimprensa.vale16h,https://saladeimprensa.vale.com/our-future,2022-09-28 13:02:47.388349
177,wi-fi,Hackaday15y,https://hackaday.com/tag/wi-fi/page/5/,2022-10-28 13:02:47.388349
178,Thatcham man Robert Googe avoids jail for assaulting woman,Reading Chronicle2y,https://www.readingchronicle.co.uk/news/19336175.thatcham-man-robert-googe-avoids-jail-assaulting-woman/,2023-11-28 13:02:47.388349
179,Vape Superstore Googe St,AllinLondon3y,https://www.allinlondon.co.uk/directory/electrical-shops/211642-vape-superstore-googe-st,2023-10-28 13:02:47.388349
180,Radio 5 Live - Listen Live - BBC Sounds,BBC2d,https://www.bbc.co.uk/sounds/play/live:bbc_radio_five_live,2023-11-28 13:02:47.388349
181,"Microsoft is changing your keyboard with this AI button to call chatbots, here's how it will look and more",Indiatimes22d,https://timesofindia.indiatimes.com/gadgets-news/microsoft-is-changing-your-keyboard-with-this-ai-button-to-call-chatbots-heres-how-it-will-look-and-more/articleshow/106564349.cms,2022-03-28 13:02:47.388349
182,"Microsoft to Upskill 100,000 Indian Developers in AI with AI Odyssey: Join Now!",Your Story19d,https://yourstory.com/2024/01/microsoft-ai-odyssey-100k-indian-developers-training,2022-06-28 13:02:47.388349
183,Microsoft’s next Surface PCs could come packed with AI features,Indiatimes29d,https://timesofindia.indiatimes.com/gadgets-news/microsofts-next-surface-pcs-could-come-packed-with-ai-features/articleshow/106373763.cms,2021-08-28 13:02:47.388349
184,Microsoft is removing its iconic Windows key with Copilot to push AI services,Hosted on MSN23d,https://www.msn.com/en-in/news/other/microsoft-is-removing-its-iconic-windows-key-with-copilot-to-push-ai-services/ar-AA1musJh,2022-02-28 13:02:47.388349
185,Microsoft is adding ChatGPT-powered AI to its iconic Notepad app - but does it need it?,TechRadar18d,https://www.techradar.com/computing/artificial-intelligence/microsoft-is-adding-chatgpt-powered-ai-to-its-iconic-notepad-app-but-does-it-need-it,2022-07-28 13:02:47.388349
186,Microsoft just renamed its Edge browser on iOS and Android... kind of,Windows Central26d,https://www.windowscentral.com/software-apps/browsing/microsoft-just-renamed-its-edge-browser-on-ios-and-android-kind-of,2021-11-28 13:02:47.388349
187,"Microsoft to add AI key to keyboards in computers, will be used to call up AI assistants like Copilot",Firstpost22d,https://www.firstpost.com/tech/microsoft-to-add-ai-key-to-keyboards-in-computers-will-be-used-to-call-up-ai-assistants-like-copilot-13578712.html,2022-03-28 13:02:47.388349
188,Microsoft is adding a new image AI feature to Windows 11 Copilot,Windows Latest20d,https://www.windowslatest.com/2024/01/08/microsoft-is-adding-a-new-image-ai-feature-to-windows-11-copilot/,2022-05-28 13:02:47.388349
189,Microsoft adds a new Copilot key to Windows 11 PCs: Here’s how it will help,Digit22d,https://www.digit.in/news/laptops/microsoft-adds-a-new-copilot-key-to-windows-11-pcs-heres-how-it-will-help.html,2022-03-28 13:02:47.389604
190,Microsoft Copilot: Your AI-powered Chat Assistant Now Available on iOS,Hosted on MSN27d,https://www.msn.com/en-in/lifestyle/shopping/microsoft-copilot-your-ai-powered-chat-assistant-now-available-on-ios/ar-AA1mgEcq,2021-10-28 13:02:47.389604
191,Microsoft Adds AI Copilot Key in First Change to PC Keyboard in Decades,gadgets36023d,https://www.gadgets360.com/laptops/news/microsoft-new-ai-copilot-button-pc-windows-keyboard-4798739,2022-02-28 13:02:47.389604
192,Microsoft's Copilot AI app is now available on iOS for free — here's what it can do,Tom's Guide29d,https://www.tomsguide.com/news/microsofts-copilot-ai-app-is-now-available-on-ios-for-free-heres-what-it-can-do,2021-08-28 13:02:47.389604
193,"Microsoft is changing your keyboard with this AI button to call chatbots, here's how it will look and more",Indiatimes22d,https://timesofindia.indiatimes.com/gadgets-news/microsoft-is-changing-your-keyboard-with-this-ai-button-to-call-chatbots-heres-how-it-will-look-and-more/articleshow/106564349.cms,2022-03-28 13:02:47.389604
194,"Microsoft to Upskill 100,000 Indian Developers in AI with AI Odyssey: Join Now!",Your Story19d,https://yourstory.com/2024/01/microsoft-ai-odyssey-100k-indian-developers-training,2022-06-28 13:02:47.389604
195,Microsoft’s next Surface PCs could come packed with AI features,Indiatimes29d,https://timesofindia.indiatimes.com/gadgets-news/microsofts-next-surface-pcs-could-come-packed-with-ai-features/articleshow/106373763.cms,2021-08-28 13:02:47.389604
196,Microsoft introduces an AI key to PC keyboards,techwireasia.com20d,https://techwireasia.com/01/2024/microsoft-launches-ai-key-for-keyboards/,2022-05-28 13:02:47.389604
197,"Microsoft to add AI key to keyboards in computers, will be used to call up AI assistants like Copilot",Firstpost22d,https://www.firstpost.com/tech/microsoft-to-add-ai-key-to-keyboards-in-computers-will-be-used-to-call-up-ai-assistants-like-copilot-13578712.html,2022-03-28 13:02:47.389604
198,Microsoft is adding a new image AI feature to Windows 11 Copilot,Windows Latest20d,https://www.windowslatest.com/2024/01/08/microsoft-is-adding-a-new-image-ai-feature-to-windows-11-copilot/,2022-05-28 13:02:47.389604
199,Microsoft is adding ChatGPT-powered AI to its iconic Notepad app - but does it need it?,TechRadar18d,https://www.techradar.com/computing/artificial-intelligence/microsoft-is-adding-chatgpt-powered-ai-to-its-iconic-notepad-app-but-does-it-need-it,2022-07-28 13:02:47.390160
200,Microsoft just renamed its Edge browser on iOS and Android... kind of,Windows Central26d,https://www.windowscentral.com/software-apps/browsing/microsoft-just-renamed-its-edge-browser-on-ios-and-android-kind-of,2021-11-28 13:02:47.390160
201,Microsoft adds a new Copilot key to Windows 11 PCs: Here’s how it will help,Digit22d,https://www.digit.in/news/laptops/microsoft-adds-a-new-copilot-key-to-windows-11-pcs-heres-how-it-will-help.html,2022-03-28 13:02:47.390160
202,Microsoft Copilot: Your AI-powered Chat Assistant Now Available on iOS,Hosted on MSN27d,https://www.msn.com/en-in/lifestyle/shopping/microsoft-copilot-your-ai-powered-chat-assistant-now-available-on-ios/ar-AA1mgEcq,2021-10-28 13:02:47.390160
203,Microsoft Adds AI Copilot Key in First Change to PC Keyboard in Decades,gadgets36023d,https://www.gadgets360.com/laptops/news/microsoft-new-ai-copilot-button-pc-windows-keyboard-4798739,2022-02-28 13:02:47.390160
204,Microsoft Cloud for Sustainability,Microsoft3d,https://www.microsoft.com/en-us/sustainability/cloud,2023-10-28 13:02:47.390160
205,"Microsoft is changing your keyboard with this AI button to call chatbots, here's how it will look and more",Indiatimes22d,https://timesofindia.indiatimes.com/gadgets-news/microsoft-is-changing-your-keyboard-with-this-ai-button-to-call-chatbots-heres-how-it-will-look-and-more/articleshow/106564349.cms,2022-03-28 13:02:47.390160
206,"Microsoft homegrown AI model can run on smartphones, laptops",Indiatimes1mon,https://timesofindia.indiatimes.com/gadgets-news/microsoft-homegrown-ai-model-can-run-on-smartphones-laptops/articleshow/105967667.cms,2023-12-28 13:02:47.390160
207,"Microsoft rides the AI wave to a $2.9 trillion market cap, beating Apple as the most valuable corporation on Earth",PC Gamer17d,https://www.pcgamer.com/microsoft-rides-the-ai-wave-to-a-dollar29-trillion-market-cap-beating-apple-as-the-most-valuable-corporation-on-earth/,2022-08-28 13:02:47.390160
208,Microsoft Copilot App for Android: Unleash AI-Powered Writing on Your Mobile,PCQuest1mon,https://www.pcquest.com/microsoft-copilot-app-for-android-unleash-ai-powered-writing-on-your-mobile/,2023-12-28 13:02:47.390160
209,Microsoft teams up with Typeface to add AI features to Dynamics 365 Customer Insights0 0,Neowin16d,https://www.neowin.net/news/microsoft-teams-up-with-typeface-to-add-ai-features-to-dynamics-365-customer-insights/,2022-09-28 13:02:47.390160
210,Microsoft AI Blogs,Microsoft10d,https://www.microsoft.com/en-us/ai/blog/,2023-03-28 13:02:47.390160
211,Microsoft Simplifies Commands by Introducing AI for its Windows Keyboard,PCQuest23d,https://www.pcquest.com/microsoft-simplifies-commands-by-introducing-ai-for-its-windows-keyboard/,2022-02-28 13:02:47.390160
212,Mİcrosoft launches its AI-powered Copilot for Android,Interesting Engineering1mon,https://interestingengineering.com/culture/microsoft-launches-ai-copilot-android,2023-12-28 13:02:47.390160
213,"Microsoft brings AI-powered Copilot app to iOS, iPadOS",The Hans India27d,https://www.thehansindia.com/technology/tech-news/microsoft-brings-ai-powered-copilot-app-to-ios-ipados-848126,2021-10-28 13:02:47.390160
214,"Microsoft's Copilot AI app expands to iPhone, iPad - here's what you can do with it",ZDNet25d,https://www.zdnet.com/article/microsofts-copilot-ai-app-expands-to-iphone-and-ipad-heres-what-you-can-do-with-it/,2021-12-28 13:02:47.390160
215,Topic: AI,Microsoft1mon,https://cloudblogs.microsoft.com/dynamics365/topic/ai/,2023-12-28 13:02:47.390160
216,"Microsoft is changing your keyboard with this AI button to call chatbots, here's how it will look and more",Indiatimes22d,https://timesofindia.indiatimes.com/gadgets-news/microsoft-is-changing-your-keyboard-with-this-ai-button-to-call-chatbots-heres-how-it-will-look-and-more/articleshow/106564349.cms,2022-03-28 13:02:47.390160
217,Microsoft AI,Microsoft6y,https://news.microsoft.com/ai/phase/microsoft-ai-news-v2/,2023-07-28 13:02:47.390160
218,5 Free AI Training Courses from Microsoft and LinkedIn,India Today4mon,https://www.indiatoday.in/visualstories/education/5-free-ai-training-courses-from-microsoft-and-linkedin-59994-01-09-2023,2023-09-28 13:02:47.390160
219,"Microsoft's AI assistant comes to iPhone and iPad — it's powered by GPT-4 and DALL·E 3, and best of all, it's free",iMore25d,https://www.imore.com/apps/microsofts-ai-assistant-comes-to-iphone-and-ipad-its-powered-by-gpt-4-and-dalle-3-and-best-of-all-its-free,2021-12-28 13:02:47.390160
220,Microsoft AI Blogs,Microsoft10d,https://www.microsoft.com/en-us/ai/blog/,2023-03-28 13:02:47.390160
221,"Microsoft homegrown AI model can run on smartphones, laptops",Indiatimes1mon,https://timesofindia.indiatimes.com/gadgets-news/microsoft-homegrown-ai-model-can-run-on-smartphones-laptops/articleshow/105967667.cms,2023-12-28 13:02:47.390160
222,Microsoft CEO Satya Nadella promotes the company's AI push in its annual report for 20230 0,Neowin3mon,https://www.neowin.net/news/microsoft-ceo-satya-nadella-promotes-the-companys-ai-push-in-its-annual-report-for-2023/,2023-10-28 13:02:47.390160
223,Dynamics 365 AI | Microsoft AI,Microsoft7mon,https://www.microsoft.com/en-in/ai/dynamics-365-ai,2023-06-28 13:02:47.390160
224,Topic: AI,Microsoft1mon,https://cloudblogs.microsoft.com/dynamics365/topic/ai/,2023-12-28 13:02:47.390160
225,Microsoft AI,Microsoft6y,https://news.microsoft.com/ai/phase/microsoft-ai-news-v2-2/,2023-07-28 13:02:47.390160
226,"Microsoft is changing your keyboard with this AI button to call chatbots, here's how it will look and more",Indiatimes22d,https://timesofindia.indiatimes.com/gadgets-news/microsoft-is-changing-your-keyboard-with-this-ai-button-to-call-chatbots-heres-how-it-will-look-and-more/articleshow/106564349.cms,2022-03-28 13:02:47.390160
227,"Microsoft to Upskill 100,000 Indian Developers in AI with AI Odyssey: Join Now!",Your Story19d,https://yourstory.com/2024/01/microsoft-ai-odyssey-100k-indian-developers-training,2022-06-28 13:02:47.390160
228,Microsoft’s next Surface PCs could come packed with AI features,Indiatimes29d,https://timesofindia.indiatimes.com/gadgets-news/microsofts-next-surface-pcs-could-come-packed-with-ai-features/articleshow/106373763.cms,2021-08-28 13:02:47.390160
229,Microsoft is removing its iconic Windows key with Copilot to push AI services,Hosted on MSN23d,https://www.msn.com/en-in/news/other/microsoft-is-removing-its-iconic-windows-key-with-copilot-to-push-ai-services/ar-AA1musJh,2022-02-28 13:02:47.390160
230,Microsoft is adding ChatGPT-powered AI to its iconic Notepad app - but does it need it?,TechRadar18d,https://www.techradar.com/computing/artificial-intelligence/microsoft-is-adding-chatgpt-powered-ai-to-its-iconic-notepad-app-but-does-it-need-it,2022-07-28 13:02:47.390160
231,Microsoft just renamed its Edge browser on iOS and Android... kind of,Windows Central26d,https://www.windowscentral.com/software-apps/browsing/microsoft-just-renamed-its-edge-browser-on-ios-and-android-kind-of,2021-11-28 13:02:47.390160
232,Microsoft is adding a new image AI feature to Windows 11 Copilot,Windows Latest20d,https://www.windowslatest.com/2024/01/08/microsoft-is-adding-a-new-image-ai-feature-to-windows-11-copilot/,2022-05-28 13:02:47.390160
233,Microsoft Adds AI Copilot Key in First Change to PC Keyboard in Decades,gadgets36023d,https://www.gadgets360.com/laptops/news/microsoft-new-ai-copilot-button-pc-windows-keyboard-4798739,2022-02-28 13:02:47.390160
234,Microsoft adds a new Copilot key to Windows 11 PCs: Here’s how it will help,Digit22d,https://www.digit.in/news/laptops/microsoft-adds-a-new-copilot-key-to-windows-11-pcs-heres-how-it-will-help.html,2022-03-28 13:02:47.390160
235,Microsoft Copilot: Your AI-powered Chat Assistant Now Available on iOS,Hosted on MSN27d,https://www.msn.com/en-in/lifestyle/shopping/microsoft-copilot-your-ai-powered-chat-assistant-now-available-on-ios/ar-AA1mgEcq,2021-10-28 13:02:47.390160
236,"Microsoft to add AI key to keyboards in computers, will be used to call up AI assistants like Copilot",Firstpost22d,https://www.firstpost.com/tech/microsoft-to-add-ai-key-to-keyboards-in-computers-will-be-used-to-call-up-ai-assistants-like-copilot-13578712.html,2022-03-28 13:02:47.390160
237,Microsoft's Copilot AI app is now available on iOS for free — here's what it can do,Tom's Guide29d,https://www.tomsguide.com/news/microsofts-copilot-ai-app-is-now-available-on-ios-for-free-heres-what-it-can-do,2021-08-28 13:02:47.390160
238,"Microsoft is changing your keyboard with this AI button to call chatbots, here's how it will look and more",Indiatimes22d,https://timesofindia.indiatimes.com/gadgets-news/microsoft-is-changing-your-keyboard-with-this-ai-button-to-call-chatbots-heres-how-it-will-look-and-more/articleshow/106564349.cms,2022-03-28 13:02:47.390160
239,"Microsoft to Upskill 100,000 Indian Developers in AI with AI Odyssey: Join Now!",Your Story19d,https://yourstory.com/2024/01/microsoft-ai-odyssey-100k-indian-developers-training,2022-06-28 13:02:47.390160
240,Microsoft’s next Surface PCs could come packed with AI features,Indiatimes29d,https://timesofindia.indiatimes.com/gadgets-news/microsofts-next-surface-pcs-could-come-packed-with-ai-features/articleshow/106373763.cms,2021-08-28 13:02:47.390160
241,Microsoft is removing its iconic Windows key with Copilot to push AI services,Hosted on MSN23d,https://www.msn.com/en-in/news/other/microsoft-is-removing-its-iconic-windows-key-with-copilot-to-push-ai-services/ar-AA1musJh,2022-02-28 13:02:47.390160
242,Microsoft is adding ChatGPT-powered AI to its iconic Notepad app - but does it need it?,TechRadar18d,https://www.techradar.com/computing/artificial-intelligence/microsoft-is-adding-chatgpt-powered-ai-to-its-iconic-notepad-app-but-does-it-need-it,2022-07-28 13:02:47.390160
243,Microsoft adds a new Copilot key to Windows 11 PCs: Here’s how it will help,Digit22d,https://www.digit.in/news/laptops/microsoft-adds-a-new-copilot-key-to-windows-11-pcs-heres-how-it-will-help.html,2022-03-28 13:02:47.390160
244,Microsoft is adding a new image AI feature to Windows 11 Copilot,Windows Latest20d,https://www.windowslatest.com/2024/01/08/microsoft-is-adding-a-new-image-ai-feature-to-windows-11-copilot/,2022-05-28 13:02:47.390160
245,Microsoft just renamed its Edge browser on iOS and Android... kind of,Windows Central26d,https://www.windowscentral.com/software-apps/browsing/microsoft-just-renamed-its-edge-browser-on-ios-and-android-kind-of,2021-11-28 13:02:47.390160
