,Search String,Title,Media,Link,Date,Search Engine
102,Microsoft and Phone,"AI Powers Microsoft to $3 Trillion Market Value, Second to Apple",Gadgets 360,https://www.gadgets360.com/internet/news/microsoft-usd-3-trillion-market-value-ai-openai-chatgpt-apple-4930306,2024-01-23 12:57:38.328041,Yahoo
103,Microsoft and Phone,FTC launches inquiry into AI deals such as Microsoft's OpenAI partnership,Business Standard India,https://www.business-standard.com/world-news/ftc-launches-inquiry-into-ai-deals-such-as-microsoft-s-openai-partnership-124012501252_1.html,2023-07-29 12:57:38.328041,Yahoo
104,Microsoft and Phone,"iPhone could soon be the best gaming phone, thanks to this Apple decision",T3,https://www.t3.com/news/iphone-could-soon-be-the-best-gaming-phone-thanks-to-this-apple-decision,2018-01-29 12:57:38.328041,Yahoo
105,Microsoft and Phone,Honor Magic V2 hands-on review: A fold above the rest,LaptopMag,https://www.laptopmag.com/reviews/honor-magic-v2-smartphone,2024-01-29 12:54:38.328041,Yahoo
106,Microsoft and Phone,Google Pixel 8 Series And Chrome Got These Big AI Upgrades; Here's What You Can Do Now,Mashable India,https://in.mashable.com/tech/68298/google-pixel-8-series-and-chrome-got-these-big-ai-upgrades-heres-what-you-can-do-now,2024-01-29 09:57:38.328041,Yahoo
107,Microsoft and Phone,Foxconn India journey gets a leg-up as CEO Young Liu gets Padma Bhushan,Business Standard India,https://www.business-standard.com/companies/news/foxconn-india-journey-gets-a-leg-up-as-ceo-young-liu-gets-padma-bhushan-124012600833_1.html,2024-01-26 12:57:38.328041,Yahoo
108,Microsoft and Phone,Users of Samsung's new Galaxy AI features may have to pay in the future - ET Telecom,The Economic Times,https://economictimes.indiatimes.com/industry/cons-products/electronics/users-of-samsungs-new-galaxy-ai-features-may-have-to-pay-in-the-future/articleshow/107210076.cms,2023-10-29 12:57:38.328041,Yahoo
109,Microsoft and Phone,iQOO Neo 9 Pro smartphone India launch scheduled for Feb 22: What to expect,Business Standard India,https://www.business-standard.com/technology/tech-news/iqoo-neo-9-pro-smartphone-india-launch-scheduled-for-feb-22-what-to-expect-124012600290_1.html,2021-01-29 12:57:38.328041,Yahoo
110,Microsoft and Phone,Microsoft tests Voice Clarity feature for Windows 11: How can it enhance user experience | - Times...,The Times of India,https://timesofindia.indiatimes.com/gadgets-news/microsoft-tests-voice-clarity-feature-for-windows-11-how-can-it-enhance-user-experience/articleshow/107210462.cms,2024-01-29 12:56:38.328041,Yahoo
111,Microsoft and Phone,"Apple announces changes coming to iPhone; layoffs at Microsoft, Flipkart, and others; India gets its...",The Times of India,https://timesofindia.indiatimes.com/gadgets-news/apple-announces-changes-coming-to-iphone-layoffs-at-microsoft-flipkart-and-others-india-gets-its-first-ai-unicorn-and-other-top-tech-news-of-the-week/photostory/107197586.cms,2024-01-29 11:57:38.328041,Yahoo
112,Microsoft and Phone,"AI Powers Microsoft to $3 Trillion Market Value, Second to Apple",Gadgets 360,https://www.gadgets360.com/internet/news/microsoft-usd-3-trillion-market-value-ai-openai-chatgpt-apple-4930306,2024-01-28 12:57:38.328041,Yahoo
113,Microsoft and Phone,FTC launches inquiry into AI deals such as Microsoft's OpenAI partnership,Business Standard India,https://www.business-standard.com/world-news/ftc-launches-inquiry-into-ai-deals-such-as-microsoft-s-openai-partnership-124012501252_1.html,2023-12-29 12:57:38.328041,Yahoo
114,Microsoft and Phone,"iPhone could soon be the best gaming phone, thanks to this Apple decision",T3,https://www.t3.com/news/iphone-could-soon-be-the-best-gaming-phone-thanks-to-this-apple-decision,2023-01-29 12:57:38.328041,Yahoo
115,Microsoft and Phone,Honor Magic V2 hands-on review: A fold above the rest,LaptopMag,https://www.laptopmag.com/reviews/honor-magic-v2-smartphone,2024-01-29 12:44:38.328041,Yahoo
116,Microsoft and Phone,Google Pixel 8 Series And Chrome Got These Big AI Upgrades; Here's What You Can Do Now,Mashable India,https://in.mashable.com/tech/68298/google-pixel-8-series-and-chrome-got-these-big-ai-upgrades-heres-what-you-can-do-now,2024-01-28 23:57:38.328041,Yahoo
117,Microsoft and Phone,Foxconn India journey gets a leg-up as CEO Young Liu gets Padma Bhushan,Business Standard India,https://www.business-standard.com/companies/news/foxconn-india-journey-gets-a-leg-up-as-ceo-young-liu-gets-padma-bhushan-124012600833_1.html,2024-01-16 12:57:38.328041,Yahoo
118,Microsoft and Phone,Users of Samsung's new Galaxy AI features may have to pay in the future - ET Telecom,The Economic Times,https://economictimes.indiatimes.com/industry/cons-products/electronics/users-of-samsungs-new-galaxy-ai-features-may-have-to-pay-in-the-future/articleshow/107210076.cms,2022-12-29 12:57:38.328041,Yahoo
119,Microsoft and Phone,iQOO Neo 9 Pro smartphone India launch scheduled for Feb 22: What to expect,Business Standard India,https://www.business-standard.com/technology/tech-news/iqoo-neo-9-pro-smartphone-india-launch-scheduled-for-feb-22-what-to-expect-124012600290_1.html,2011-01-29 12:57:38.328041,Yahoo
120,Microsoft and Lawsuits,"AI race propels Microsoft, Meta, and Google to new highs. Here's why",Livemint,https://www.livemint.com/companies/news/ai-race-propels-silicon-valley-tech-firms-microsoft-meta-and-google-to-new-highs-heres-why-11706157543757.html,2024-01-29 12:52:38.328041,Yahoo
121,Microsoft and Lawsuits,Prompt Security emerges from stealth with $5 Mn seed funding - ETCIO SEA,The Economic Times,https://ciosea.economictimes.indiatimes.com/news/security/prompt-security-emerges-from-stealth-with-5-mn-seed-funding/107128495,2024-01-29 07:57:38.328041,Yahoo
122,Microsoft and Lawsuits,Indian publishers seek rules for copyright protection against generative AI models - The Economic...,The Economic Times,https://economictimes.indiatimes.com/tech/technology/indian-publishers-seek-rules-for-copyright-protection-against-generative-ai-models/articleshow/107154425.cms,2024-01-24 12:57:38.328041,Yahoo
123,Microsoft and Lawsuits,Fund managers burned in AI surge are giving up on active management,Business Standard India,https://www.business-standard.com/world-news/fund-managers-burned-in-ai-surge-are-giving-up-on-active-management-124012201054_1.html,2023-08-29 12:57:38.328041,Yahoo
124,Microsoft and Lawsuits,Elon Musk's AI start-up seeks to raise up to $6 bn from global investors,Business Standard India,https://www.business-standard.com/world-news/elon-musk-s-ai-start-up-seeks-to-raise-up-to-6-bn-from-global-investors-124012600549_1.html,2019-01-29 12:57:38.328041,Yahoo
125,Microsoft and Lawsuits,Taylor Swift AI deepfakes: Can the popstar take legal action?,Firstpost,https://www.firstpost.com/explainers/taylor-swift-ai-deepfakes-can-the-popstar-take-legal-action-13659942.html,2024-01-29 12:53:38.328041,Yahoo
126,Microsoft and Lawsuits,Tesla set to erase $50 billion in valuation after Elon Musk's sales warning,Business Standard India,https://www.business-standard.com/world-news/tesla-set-to-erase-50-billion-in-valuation-after-elon-musk-s-sales-warning-124012501121_1.html,2024-01-29 08:57:38.328041,Yahoo
127,Microsoft and Lawsuits,Why Adobe is frustrating web designers,Creative Bloq,https://www.creativebloq.com/features/adobe-muse-opinion,2024-01-25 12:57:38.328041,Yahoo
128,Microsoft and Lawsuits,"India not having permanent seat on UNSC is absurd, says Elon Musk",Business Standard India,https://www.business-standard.com/world-news/india-not-having-permanent-seat-on-unsc-is-absurd-says-elon-musk-124012301094_1.html,2023-09-29 12:57:38.328041,Yahoo
129,Microsoft and Lawsuits,The Era Of The AI-Generated Internet Is Already Here,Mashable India,https://in.mashable.com/tech/68405/the-era-of-the-ai-generated-internet-is-already-here,2020-01-29 12:57:38.328041,Yahoo
130,Microsoft and Lawsuits,"AI race propels Microsoft, Meta, and Google to new highs. Here's why",Livemint,https://www.livemint.com/companies/news/ai-race-propels-silicon-valley-tech-firms-microsoft-meta-and-google-to-new-highs-heres-why-11706157543757.html,2024-01-29 12:53:38.328041,Yahoo
131,Microsoft and Lawsuits,Prompt Security emerges from stealth with $5 Mn seed funding - ETCIO SEA,The Economic Times,https://ciosea.economictimes.indiatimes.com/news/security/prompt-security-emerges-from-stealth-with-5-mn-seed-funding/107128495,2024-01-29 08:57:38.328041,Yahoo
132,Microsoft and Lawsuits,Indian publishers seek rules for copyright protection against generative AI models - The Economic...,The Economic Times,https://economictimes.indiatimes.com/tech/technology/indian-publishers-seek-rules-for-copyright-protection-against-generative-ai-models/articleshow/107154425.cms,2024-01-25 12:57:38.328041,Yahoo
133,Microsoft and Lawsuits,Fund managers burned in AI surge are giving up on active management,Business Standard India,https://www.business-standard.com/world-news/fund-managers-burned-in-ai-surge-are-giving-up-on-active-management-124012201054_1.html,2023-09-29 12:57:38.328041,Yahoo
134,Microsoft and Lawsuits,Elon Musk's AI start-up seeks to raise up to $6 bn from global investors,Business Standard India,https://www.business-standard.com/world-news/elon-musk-s-ai-start-up-seeks-to-raise-up-to-6-bn-from-global-investors-124012600549_1.html,2020-01-29 12:57:38.328041,Yahoo
135,Microsoft and Lawsuits,Taylor Swift AI deepfakes: Can the popstar take legal action?,Firstpost,https://www.firstpost.com/explainers/taylor-swift-ai-deepfakes-can-the-popstar-take-legal-action-13659942.html,2024-01-29 12:53:38.328041,Yahoo
136,Microsoft and Lawsuits,Tesla set to erase $50 billion in valuation after Elon Musk's sales warning,Business Standard India,https://www.business-standard.com/world-news/tesla-set-to-erase-50-billion-in-valuation-after-elon-musk-s-sales-warning-124012501121_1.html,2024-01-29 08:57:38.328041,Yahoo
137,Microsoft and Lawsuits,Why Adobe is frustrating web designers,Creative Bloq,https://www.creativebloq.com/features/adobe-muse-opinion,2024-01-25 12:57:38.328041,Yahoo
138,Microsoft and Lawsuits,"India not having permanent seat on UNSC is absurd, says Elon Musk",Business Standard India,https://www.business-standard.com/world-news/india-not-having-permanent-seat-on-unsc-is-absurd-says-elon-musk-124012301094_1.html,2023-09-29 12:57:38.328041,Yahoo
139,Microsoft and Lawsuits,The Era Of The AI-Generated Internet Is Already Here,Mashable India,https://in.mashable.com/tech/68405/the-era-of-the-ai-generated-internet-is-already-here,2020-01-29 12:57:38.328041,Yahoo
140,Microsoft and Lawsuits,"AI race propels Microsoft, Meta, and Google to new highs. Here's why",Livemint,https://www.livemint.com/companies/news/ai-race-propels-silicon-valley-tech-firms-microsoft-meta-and-google-to-new-highs-heres-why-11706157543757.html,2024-01-29 12:52:38.328041,Yahoo
141,Microsoft and Lawsuits,Prompt Security emerges from stealth with $5 Mn seed funding - ETCIO SEA,The Economic Times,https://ciosea.economictimes.indiatimes.com/news/security/prompt-security-emerges-from-stealth-with-5-mn-seed-funding/107128495,2024-01-29 07:57:38.328041,Yahoo
142,Microsoft and Lawsuits,Indian publishers seek rules for copyright protection against generative AI models - The Economic...,The Economic Times,https://economictimes.indiatimes.com/tech/technology/indian-publishers-seek-rules-for-copyright-protection-against-generative-ai-models/articleshow/107154425.cms,2024-01-24 12:57:38.328041,Yahoo
143,Microsoft and Lawsuits,Fund managers burned in AI surge are giving up on active management,Business Standard India,https://www.business-standard.com/world-news/fund-managers-burned-in-ai-surge-are-giving-up-on-active-management-124012201054_1.html,2023-08-29 12:57:38.328041,Yahoo
144,Microsoft and Lawsuits,Elon Musk's AI start-up seeks to raise up to $6 bn from global investors,Business Standard India,https://www.business-standard.com/world-news/elon-musk-s-ai-start-up-seeks-to-raise-up-to-6-bn-from-global-investors-124012600549_1.html,2019-01-29 12:57:38.328041,Yahoo
145,Microsoft and Lawsuits,Taylor Swift AI deepfakes: Can the popstar take legal action?,Firstpost,https://www.firstpost.com/explainers/taylor-swift-ai-deepfakes-can-the-popstar-take-legal-action-13659942.html,2024-01-29 12:53:38.328041,Yahoo
146,Microsoft and Lawsuits,Tesla set to erase $50 billion in valuation after Elon Musk's sales warning,Business Standard India,https://www.business-standard.com/world-news/tesla-set-to-erase-50-billion-in-valuation-after-elon-musk-s-sales-warning-124012501121_1.html,2024-01-29 08:57:38.328041,Yahoo
147,Microsoft and Lawsuits,Why Adobe is frustrating web designers,Creative Bloq,https://www.creativebloq.com/features/adobe-muse-opinion,2024-01-25 12:57:38.328041,Yahoo
148,Microsoft and Lawsuits,"India not having permanent seat on UNSC is absurd, says Elon Musk",Business Standard India,https://www.business-standard.com/world-news/india-not-having-permanent-seat-on-unsc-is-absurd-says-elon-musk-124012301094_1.html,2023-09-29 12:57:38.328041,Yahoo
149,Microsoft and Lawsuits,The Era Of The AI-Generated Internet Is Already Here,Mashable India,https://in.mashable.com/tech/68405/the-era-of-the-ai-generated-internet-is-already-here,2020-01-29 12:57:38.328041,Yahoo
150,Microsoft and Lawsuits,"AI race propels Microsoft, Meta, and Google to new highs. Here's why",Livemint,https://www.livemint.com/companies/news/ai-race-propels-silicon-valley-tech-firms-microsoft-meta-and-google-to-new-highs-heres-why-11706157543757.html,2024-01-29 12:51:38.328041,Yahoo
151,Microsoft and Lawsuits,Prompt Security emerges from stealth with $5 Mn seed funding - ETCIO SEA,The Economic Times,https://ciosea.economictimes.indiatimes.com/news/security/prompt-security-emerges-from-stealth-with-5-mn-seed-funding/107128495,2024-01-29 06:57:38.328041,Yahoo
152,Microsoft and Lawsuits,Indian publishers seek rules for copyright protection against generative AI models - The Economic...,The Economic Times,https://economictimes.indiatimes.com/tech/technology/indian-publishers-seek-rules-for-copyright-protection-against-generative-ai-models/articleshow/107154425.cms,2024-01-23 12:57:38.328041,Yahoo
153,Microsoft and Lawsuits,Fund managers burned in AI surge are giving up on active management,Business Standard India,https://www.business-standard.com/world-news/fund-managers-burned-in-ai-surge-are-giving-up-on-active-management-124012201054_1.html,2023-07-29 12:57:38.328041,Yahoo
154,Microsoft and Lawsuits,Elon Musk's AI start-up seeks to raise up to $6 bn from global investors,Business Standard India,https://www.business-standard.com/world-news/elon-musk-s-ai-start-up-seeks-to-raise-up-to-6-bn-from-global-investors-124012600549_1.html,2018-01-29 12:57:38.328041,Yahoo
155,Microsoft and Lawsuits,Taylor Swift AI deepfakes: Can the popstar take legal action?,Firstpost,https://www.firstpost.com/explainers/taylor-swift-ai-deepfakes-can-the-popstar-take-legal-action-13659942.html,2024-01-29 12:54:38.328041,Yahoo
156,Microsoft and Lawsuits,Tesla set to erase $50 billion in valuation after Elon Musk's sales warning,Business Standard India,https://www.business-standard.com/world-news/tesla-set-to-erase-50-billion-in-valuation-after-elon-musk-s-sales-warning-124012501121_1.html,2024-01-29 09:57:38.328041,Yahoo
157,Microsoft and Lawsuits,Why Adobe is frustrating web designers,Creative Bloq,https://www.creativebloq.com/features/adobe-muse-opinion,2024-01-26 12:57:38.328041,Yahoo
158,Microsoft and Lawsuits,"India not having permanent seat on UNSC is absurd, says Elon Musk",Business Standard India,https://www.business-standard.com/world-news/india-not-having-permanent-seat-on-unsc-is-absurd-says-elon-musk-124012301094_1.html,2023-10-29 12:57:38.328041,Yahoo
